trial,adjust,score,label,group,repaired_score
1,-1.0,68.5,1,white,67.5
1,-0.5,60.0,1,white,59.5
1,0.5,96.5,1,white,97.0
1,-0.5,52.5,1,white,52.0
1,0.5,11.0,1,white,11.5
1,-0.5,69.5,1,white,69.0
1,-0.5,81.5,1,white,81.0
1,34.5,19.5,1,black,54.0
1,0.0,75.0,1,white,75.0
1,-1.0,5.0,0,white,4.0
1,-0.5,60.5,1,white,60.0
1,-0.5,32.0,0,white,31.5
1,-5.5,11.0,1,asian,5.5
1,-0.5,78.0,1,white,77.5
1,0.0,88.5,1,white,88.5
1,-0.5,60.0,1,white,59.5
1,0.0,47.0,1,white,47.0
1,24.5,57.5,1,hispanic,82.0
1,-0.5,62.0,1,white,61.5
1,-1.0,32.5,1,white,31.5
1,-0.5,53.5,1,white,53.0
1,0.0,37.5,0,white,37.5
1,0.5,15.0,0,white,15.5
1,-1.0,45.5,1,white,44.5
1,0.0,24.0,0,white,24.0
1,0.5,96.5,1,white,97.0
1,13.0,18.5,0,hispanic,31.5
1,0.0,11.5,0,white,11.5
1,-0.5,67.0,1,white,66.5
1,0.0,55.0,1,white,55.0
1,28.0,64.0,0,black,92.0
1,44.5,32.5,1,black,77.0
1,23.5,33.0,1,hispanic,56.5
1,-0.5,37.0,1,white,36.5
1,0.0,91.0,1,white,91.0
1,0.0,77.0,1,white,77.0
1,0.5,96.5,1,white,97.0
1,-1.0,66.0,1,white,65.0
1,-0.5,70.5,1,white,70.0
1,-1.5,49.5,1,white,48.0
1,0.0,1.0,0,white,1.0
1,0.0,74.0,1,white,74.0
1,4.5,90.5,1,hispanic,95.0
1,0.5,96.0,1,white,96.5
1,16.0,79.0,1,black,95.0
1,0.5,8.0,0,white,8.5
1,43.5,36.5,1,black,80.0
1,5.0,92.0,1,black,97.0
1,-0.5,42.0,1,white,41.5
1,0.0,80.0,1,white,80.0
1,-1.5,49.5,1,white,48.0
1,0.5,56.0,1,white,56.5
1,13.5,17.0,1,hispanic,30.5
1,-0.5,38.0,0,white,37.5
1,2.0,84.0,1,asian,86.0
1,-1.0,67.5,1,white,66.5
1,27.0,12.0,0,black,39.0
1,0.0,83.0,1,white,83.0
1,0.0,62.5,1,white,62.5
1,2.0,75.0,1,asian,77.0
1,23.0,30.0,1,hispanic,53.0
1,44.5,33.0,0,black,77.5
1,0.0,27.5,0,white,27.5
1,0.0,37.5,1,white,37.5
1,0.0,69.0,1,white,69.0
1,0.0,35.0,1,white,35.0
1,0.0,88.5,1,white,88.5
1,17.5,24.0,1,hispanic,41.5
1,0.5,96.5,1,white,97.0
1,1.5,97.0,1,white,98.5
1,0.0,20.0,0,white,20.0
1,0.0,77.0,1,white,77.0
1,-1.0,40.0,1,white,39.0
1,-1.0,53.0,1,white,52.0
1,-0.5,27.0,0,white,26.5
1,-0.5,63.5,1,white,63.0
1,0.0,26.5,1,white,26.5
1,25.5,67.5,1,black,93.0
1,0.5,14.5,0,white,15.0
1,2.0,70.0,1,asian,72.0
1,-1.0,66.0,1,white,65.0
1,-0.5,72.5,1,white,72.0
1,34.0,19.0,0,black,53.0
1,-0.5,44.5,1,white,44.0
1,3.0,1.0,0,black,4.0
1,0.0,76.0,1,white,76.0
1,-0.5,58.0,1,white,57.5
1,-0.5,63.5,1,white,63.0
1,-0.5,35.5,1,white,35.0
1,0.0,55.0,1,white,55.0
1,0.5,96.5,1,white,97.0
1,-1.0,5.0,0,white,4.0
1,0.0,77.0,1,white,77.0
1,0.0,91.0,1,white,91.0
1,1.0,86.5,1,asian,87.5
1,24.5,35.5,1,hispanic,60.0
1,-0.5,38.0,1,white,37.5
1,25.0,10.0,0,black,35.0
1,0.5,95.5,1,white,96.0
1,0.5,11.0,0,white,11.5
1,-0.5,59.0,1,white,58.5
1,-1.0,67.5,1,white,66.5
1,-1.0,90.5,1,white,89.5
1,45.5,30.5,0,black,76.0
1,-1.0,53.0,1,white,52.0
1,0.5,91.0,1,asian,91.5
1,0.0,26.5,0,white,26.5
1,-0.5,25.5,1,white,25.0
1,0.0,79.5,1,white,79.5
1,0.5,96.5,1,white,97.0
1,-0.5,42.0,1,white,41.5
1,0.0,8.5,0,white,8.5
1,10.5,3.0,0,black,13.5
1,-1.0,89.5,1,white,88.5
1,0.0,20.0,0,white,20.0
1,22.0,63.5,1,hispanic,85.5
1,0.0,77.0,1,white,77.0
1,39.5,20.0,0,black,59.5
1,-0.5,51.5,1,white,51.0
1,2.0,1.0,0,hispanic,3.0
1,0.5,74.5,1,white,75.0
1,-0.5,85.0,1,white,84.5
1,0.0,62.5,1,white,62.5
1,1.5,74.5,1,asian,76.0
1,-0.5,32.0,0,white,31.5
1,0.5,28.5,0,white,29.0
1,0.0,78.5,1,white,78.5
1,-0.5,36.0,1,white,35.5
1,23.0,7.5,0,black,30.5
1,0.0,26.5,0,white,26.5
1,-0.5,82.5,1,white,82.0
1,-0.5,63.0,0,white,62.5
1,-0.5,28.0,1,white,27.5
1,2.0,75.0,1,asian,77.0
1,-0.5,34.0,0,white,33.5
1,-0.5,39.5,1,white,39.0
1,0.0,40.5,1,white,40.5
1,0.0,78.5,1,white,78.5
1,-1.0,46.5,1,white,45.5
1,-0.5,42.0,1,white,41.5
1,-1.0,45.5,1,white,44.5
1,0.0,20.0,0,white,20.0
1,0.0,1.0,0,white,1.0
1,-7.0,42.5,1,asian,35.5
1,8.5,11.0,0,hispanic,19.5
1,0.0,40.5,1,white,40.5
1,0.0,83.0,1,white,83.0
1,0.0,29.0,1,white,29.0
1,-1.0,33.5,0,white,32.5
1,-1.0,36.5,1,white,35.5
1,0.0,95.0,1,white,95.0
1,-0.5,31.0,0,white,30.5
1,0.5,15.0,0,white,15.5
1,-0.5,51.5,1,white,51.0
1,31.5,16.0,0,black,47.5
1,-0.5,60.0,1,white,59.5
1,0.0,13.5,0,white,13.5
1,0.5,96.0,1,white,96.5
1,-0.5,38.0,1,white,37.5
1,0.0,20.0,0,white,20.0
1,19.5,5.5,0,black,25.0
1,-0.5,47.5,1,white,47.0
1,0.0,64.0,1,white,64.0
1,44.5,35.0,0,black,79.5
1,-0.5,63.0,1,white,62.5
1,-0.5,63.0,0,white,62.5
1,0.0,82.0,1,white,82.0
1,0.0,70.0,1,white,70.0
1,-0.5,72.0,1,white,71.5
1,-0.5,89.0,1,white,88.5
1,-0.5,34.0,1,white,33.5
1,0.5,12.0,0,white,12.5
1,-0.5,92.5,1,white,92.0
1,-0.5,16.0,0,white,15.5
1,-1.0,61.0,1,white,60.0
1,24.5,58.5,0,hispanic,83.0
1,-0.5,42.0,1,white,41.5
1,0.0,76.0,1,white,76.0
1,0.0,93.5,1,white,93.5
1,0.0,93.5,1,white,93.5
1,12.0,14.5,0,hispanic,26.5
1,0.0,69.0,1,white,69.0
1,0.0,7.0,0,white,7.0
1,9.5,12.0,1,hispanic,21.5
1,4.0,3.0,0,hispanic,7.0
1,-0.5,50.0,1,white,49.5
1,0.0,26.5,1,white,26.5
1,-0.5,44.5,1,white,44.0
1,-1.0,53.0,1,white,52.0
1,-0.5,36.0,1,white,35.5
1,-0.5,43.5,1,white,43.0
1,0.0,76.5,1,white,76.5
1,-1.5,49.5,1,white,48.0
1,23.0,6.0,0,black,29.0
1,17.0,25.0,0,hispanic,42.0
1,0.0,22.5,0,white,22.5
1,-0.5,86.0,1,white,85.5
1,0.0,20.0,0,white,20.0
1,45.5,30.5,0,black,76.0
1,43.5,36.5,0,black,80.0
1,41.0,22.0,1,black,63.0
1,-0.5,6.0,1,white,5.5
1,8.0,2.5,0,black,10.5
1,22.0,29.0,0,hispanic,51.0
1,0.0,91.5,1,white,91.5
1,-0.5,63.5,1,white,63.0
1,0.0,73.0,1,white,73.0
1,-0.5,16.0,0,white,15.5
1,-0.5,3.5,0,white,3.0
1,0.0,56.5,1,white,56.5
1,0.0,29.5,1,white,29.5
1,13.5,19.0,1,hispanic,32.5
1,-0.5,50.0,1,white,49.5
1,0.0,83.0,1,white,83.0
1,-0.5,22.0,1,white,21.5
1,-0.5,45.0,0,white,44.5
1,-0.5,72.5,1,white,72.0
1,24.5,34.0,1,hispanic,58.5
1,0.0,79.5,1,white,79.5
1,0.0,88.5,1,white,88.5
1,27.5,42.5,1,hispanic,70.0
1,0.0,56.5,1,white,56.5
1,8.0,2.5,0,black,10.5
1,0.0,69.0,1,white,69.0
1,26.0,39.0,1,hispanic,65.0
1,0.5,95.5,1,white,96.0
1,-0.5,75.5,1,white,75.0
1,17.5,24.0,0,hispanic,41.5
1,-1.0,32.5,1,white,31.5
1,0.0,64.0,1,white,64.0
1,0.0,19.5,0,white,19.5
1,0.0,84.5,1,white,84.5
1,0.0,51.0,1,white,51.0
1,9.0,9.5,1,hispanic,18.5
1,0.0,24.0,0,white,24.0
1,0.0,15.5,0,white,15.5
1,0.0,91.5,1,white,91.5
1,6.0,4.5,0,hispanic,10.5
1,0.0,1.0,0,white,1.0
1,-1.0,43.0,1,white,42.0
1,-0.5,3.5,0,white,3.0
1,0.0,7.0,0,white,7.0
1,0.0,15.5,0,white,15.5
1,-1.0,46.5,1,white,45.5
1,0.0,78.5,1,white,78.5
1,0.0,69.0,1,white,69.0
1,0.5,8.0,0,white,8.5
1,2.0,96.5,1,hispanic,98.5
1,0.0,87.0,1,white,87.0
1,23.0,7.5,1,black,30.5
1,0.0,31.5,0,white,31.5
1,37.5,51.0,1,black,88.5
1,0.5,15.0,1,white,15.5
1,0.0,25.0,1,white,25.0
1,0.0,3.0,0,white,3.0
1,0.0,77.0,1,white,77.0
1,-0.5,37.0,1,white,36.5
1,-0.5,78.0,1,white,77.5
1,-0.5,54.5,1,white,54.0
1,9.5,9.0,0,hispanic,18.5
1,-0.5,63.0,1,white,62.5
1,0.0,87.5,1,white,87.5
1,-0.5,59.0,1,white,58.5
1,-0.5,14.0,0,white,13.5
1,-9.0,28.5,0,asian,19.5
1,-0.5,67.0,1,white,66.5
1,-0.5,89.0,1,white,88.5
1,-1.0,43.0,1,white,42.0
1,0.0,80.0,1,white,80.0
1,-1.0,26.0,1,white,25.0
1,-1.0,4.0,0,white,3.0
1,11.5,3.5,0,black,15.0
1,0.0,37.5,1,white,37.5
1,-1.0,45.5,1,white,44.5
1,-0.5,24.5,0,white,24.0
1,-1.0,61.0,1,white,60.0
1,-1.0,23.5,0,white,22.5
1,0.0,74.0,1,white,74.0
1,0.0,76.5,1,white,76.5
1,25.5,52.0,1,hispanic,77.5
1,-0.5,81.5,1,white,81.0
1,-0.5,41.0,1,white,40.5
1,-0.5,53.5,1,white,53.0
1,0.0,84.5,1,white,84.5
1,0.0,20.0,0,white,20.0
1,-1.0,21.0,0,white,20.0
1,0.5,1.5,0,white,2.0
1,0.0,94.0,1,white,94.0
1,39.5,20.5,0,black,60.0
1,0.5,6.5,0,white,7.0
1,19.0,68.0,1,hispanic,87.0
1,0.0,76.5,1,white,76.5
1,44.0,38.0,1,black,82.0
1,22.5,6.5,0,black,29.0
1,-0.5,86.5,1,white,86.0
1,0.0,75.0,1,white,75.0
1,41.0,23.0,0,black,64.0
1,-1.0,52.0,1,white,51.0
1,12.5,15.0,0,hispanic,27.5
1,0.5,14.5,1,white,15.0
1,-1.0,65.0,1,white,64.0
1,0.0,57.5,1,white,57.5
1,-0.5,43.5,0,white,43.0
1,-0.5,33.0,0,white,32.5
1,0.0,76.5,1,white,76.5
1,-9.5,31.0,1,asian,21.5
1,-0.5,27.0,1,white,26.5
1,-1.0,33.5,0,white,32.5
1,-0.5,69.5,1,white,69.0
1,0.0,47.0,1,white,47.0
1,10.5,3.0,0,black,13.5
1,0.0,11.5,0,white,11.5
1,-0.5,72.5,1,white,72.0
1,-0.5,90.0,1,white,89.5
1,0.0,29.0,0,white,29.0
1,0.0,20.0,1,white,20.0
1,0.5,74.5,1,white,75.0
1,32.0,59.5,1,black,91.5
1,5.5,91.5,1,black,97.0
1,24.0,69.0,1,black,93.0
1,-1.0,5.0,0,white,4.0
1,-0.5,65.5,1,white,65.0
1,-1.0,67.5,1,white,66.5
1,-0.5,86.0,1,white,85.5
1,15.5,4.0,0,black,19.5
1,-1.0,61.0,1,white,60.0
1,0.0,54.0,1,white,54.0
1,0.0,5.5,0,white,5.5
1,-0.5,19.0,1,white,18.5
1,2.5,67.5,1,asian,70.0
1,0.0,31.5,1,white,31.5
1,0.0,56.5,1,white,56.5
1,0.0,22.5,0,white,22.5
1,0.5,12.0,1,white,12.5
1,-0.5,41.0,1,white,40.5
1,-1.0,34.5,0,white,33.5
1,7.0,6.5,0,hispanic,13.5
1,-1.0,66.0,1,white,65.0
1,-0.5,24.5,1,white,24.0
1,27.5,44.5,1,hispanic,72.0
1,19.5,66.5,1,hispanic,86.0
1,-1.0,90.5,1,white,89.5
1,9.5,12.0,0,hispanic,21.5
1,23.0,30.0,1,hispanic,53.0
1,1.5,97.0,1,white,98.5
1,-0.5,37.0,1,white,36.5
1,-0.5,50.0,1,white,49.5
1,-0.5,89.0,1,white,88.5
1,7.5,86.0,1,hispanic,93.5
1,28.0,44.0,1,hispanic,72.0
1,0.0,91.0,1,white,91.0
1,-0.5,47.5,1,white,47.0
1,0.5,1.5,0,white,2.0
1,2.0,2.0,0,hispanic,4.0
1,-1.0,71.0,1,white,70.0
1,44.0,38.0,0,black,82.0
1,-1.0,44.0,0,white,43.0
1,0.0,83.5,1,white,83.5
1,0.0,80.0,1,white,80.0
1,0.5,94.5,1,white,95.0
1,-0.5,42.0,0,white,41.5
1,-2.0,62.0,1,asian,60.0
1,0.5,74.5,1,white,75.0
1,-0.5,62.0,1,white,61.5
1,-0.5,48.0,1,white,47.5
1,0.5,12.0,0,white,12.5
1,-1.0,23.5,0,white,22.5
1,-0.5,90.0,1,white,89.5
1,0.0,76.5,1,white,76.5
1,4.0,1.5,0,black,5.5
1,-0.5,89.0,1,white,88.5
1,-1.0,65.0,1,white,64.0
1,12.0,14.5,0,hispanic,26.5
1,0.5,12.0,0,white,12.5
1,0.0,83.0,1,white,83.0
1,0.5,14.5,0,white,15.0
1,-7.0,44.5,1,asian,37.5
1,0.0,24.0,1,white,24.0
1,-0.5,58.0,1,white,57.5
1,0.5,96.5,1,white,97.0
1,-0.5,14.0,0,white,13.5
1,0.0,77.0,1,white,77.0
1,0.0,31.5,1,white,31.5
1,-0.5,3.5,0,white,3.0
1,-6.0,10.0,0,asian,4.0
1,-1.0,48.5,1,white,47.5
1,-7.0,51.0,1,asian,44.0
1,0.0,91.5,1,white,91.5
1,-0.5,32.0,0,white,31.5
1,0.0,80.0,1,white,80.0
1,-0.5,19.0,1,white,18.5
1,0.0,54.0,1,white,54.0
1,44.0,37.0,0,black,81.0
1,0.5,96.0,1,white,96.5
1,-0.5,30.0,1,white,29.5
1,19.5,28.5,1,hispanic,48.0
1,0.0,75.0,1,white,75.0
1,-0.5,73.5,1,white,73.0
1,0.0,76.5,1,white,76.5
1,6.5,5.0,0,hispanic,11.5
1,0.5,10.0,1,white,10.5
1,22.5,7.0,0,black,29.5
1,-0.5,92.5,1,white,92.0
1,0.0,76.0,1,white,76.0
1,-0.5,41.0,1,white,40.5
1,-1.0,46.5,1,white,45.5
1,0.5,28.5,1,white,29.0
1,0.0,24.0,0,white,24.0
1,7.0,5.5,0,hispanic,12.5
1,0.0,83.0,1,white,83.0
1,0.0,13.5,1,white,13.5
1,0.0,88.5,1,white,88.5
1,1.5,97.0,1,white,98.5
1,0.0,85.5,1,white,85.5
1,-0.5,58.0,1,white,57.5
1,8.0,7.5,0,hispanic,15.5
1,1.0,97.5,1,white,98.5
1,0.0,29.5,1,white,29.5
1,-0.5,60.0,0,white,59.5
1,16.5,21.0,0,hispanic,37.5
1,0.0,74.0,1,white,74.0
1,15.0,74.5,1,hispanic,89.5
1,-0.5,47.5,1,white,47.0
1,-0.5,34.0,1,white,33.5
1,0.0,19.5,0,white,19.5
1,-1.0,67.5,1,white,66.5
1,-0.5,31.0,1,white,30.5
1,0.0,92.0,1,asian,92.0
1,-10.0,32.5,1,asian,22.5
1,0.5,96.5,1,white,97.0
1,0.0,47.0,1,white,47.0
1,0.0,93.5,1,white,93.5
1,-0.5,50.0,1,white,49.5
1,-0.5,72.0,1,white,71.5
1,0.0,3.0,0,white,3.0
1,44.0,26.0,0,black,70.0
1,-0.5,24.5,0,white,24.0
1,-0.5,72.5,1,white,72.0
1,-1.0,45.5,1,white,44.5
1,0.0,37.5,0,white,37.5
1,-0.5,73.5,1,white,73.0
1,26.5,65.5,1,black,92.0
1,-0.5,44.5,1,white,44.0
1,0.0,21.5,1,white,21.5
1,0.0,76.5,1,white,76.5
1,0.0,92.0,1,white,92.0
1,0.0,92.0,1,white,92.0
1,0.5,56.0,1,white,56.5
1,0.0,62.5,1,white,62.5
1,-6.5,45.5,1,asian,39.0
1,0.0,82.0,1,white,82.0
1,-1.0,45.5,1,white,44.5
1,-1.0,5.0,0,white,4.0
1,-0.5,48.0,1,white,47.5
1,-0.5,45.0,1,white,44.5
1,0.0,26.5,0,white,26.5
1,-6.0,48.0,0,asian,42.0
1,-0.5,84.0,1,white,83.5
1,28.5,13.5,0,black,42.0
1,44.0,33.5,0,black,77.5
1,-0.5,72.5,1,white,72.0
1,-1.0,46.5,1,white,45.5
1,-0.5,50.0,1,white,49.5
1,15.0,81.0,1,black,96.0
1,26.0,39.0,1,hispanic,65.0
1,43.0,39.0,1,black,82.0
1,-1.0,49.0,1,white,48.0
1,2.0,1.0,0,hispanic,3.0
1,-0.5,37.0,1,white,36.5
1,0.0,11.5,0,white,11.5
1,0.5,94.5,1,white,95.0
1,41.5,23.5,0,black,65.0
1,-0.5,33.0,0,white,32.5
1,38.5,49.0,1,black,87.5
1,0.0,77.5,1,white,77.5
1,0.0,16.5,1,white,16.5
1,0.0,35.0,1,white,35.0
1,0.0,61.5,1,white,61.5
1,-0.5,22.0,0,white,21.5
1,15.5,4.5,0,black,20.0
1,-1.0,41.5,1,white,40.5
1,0.0,29.0,0,white,29.0
1,-0.5,86.0,1,white,85.5
1,-0.5,63.0,1,white,62.5
1,0.0,2.0,0,white,2.0
1,8.5,88.5,1,black,97.0
1,27.5,45.5,1,hispanic,73.0
1,0.0,51.0,1,white,51.0
1,17.5,76.5,1,black,94.0
1,0.5,94.5,1,white,95.0
1,7.0,5.5,0,hispanic,12.5
1,-0.5,82.5,1,white,82.0
1,-0.5,39.0,1,white,38.5
1,0.0,80.0,1,white,80.0
1,1.5,97.0,1,white,98.5
1,-0.5,9.0,1,white,8.5
1,-0.5,70.5,1,white,70.0
1,-7.5,37.0,1,asian,29.5
1,0.0,74.0,1,white,74.0
1,45.0,29.0,0,black,74.0
1,0.5,95.5,1,white,96.0
1,-0.5,88.0,1,white,87.5
1,-0.5,82.5,1,white,82.0
1,-0.5,48.0,1,white,47.5
1,0.5,96.0,1,white,96.5
1,0.5,94.5,1,white,95.0
1,0.5,0.5,0,black,1.0
1,-0.5,52.5,1,white,52.0
1,-0.5,48.0,1,white,47.5
1,-0.5,62.0,1,white,61.5
1,0.0,56.5,1,white,56.5
1,0.0,83.0,1,white,83.0
1,0.0,88.5,1,white,88.5
1,-0.5,23.0,1,white,22.5
1,13.5,19.0,1,hispanic,32.5
1,-1.0,65.0,1,white,64.0
1,0.0,92.0,1,white,92.0
1,-1.0,90.5,1,white,89.5
1,-0.5,37.0,1,white,36.5
1,-1.0,67.5,1,white,66.5
1,20.0,27.0,1,hispanic,47.0
1,-0.5,60.0,1,white,59.5
1,0.0,77.5,1,white,77.5
1,34.5,56.5,1,black,91.0
1,2.0,70.0,1,asian,72.0
1,-0.5,51.5,0,white,51.0
1,0.0,70.0,1,white,70.0
1,19.0,5.0,0,black,24.0
1,-0.5,38.0,1,white,37.5
1,0.0,20.0,0,white,20.0
1,-1.0,33.5,0,white,32.5
1,0.5,94.5,1,white,95.0
1,0.0,94.0,1,white,94.0
1,0.0,92.0,1,white,92.0
1,-0.5,38.0,0,white,37.5
1,0.0,76.5,1,white,76.5
1,23.5,8.0,0,black,31.5
1,-0.5,88.0,1,white,87.5
1,-0.5,45.0,1,white,44.5
1,-0.5,85.0,1,white,84.5
1,-1.0,17.5,1,white,16.5
1,26.0,40.5,1,hispanic,66.5
1,-1.0,90.5,1,white,89.5
1,-1.0,33.5,1,white,32.5
1,-1.0,44.0,1,white,43.0
1,34.5,19.5,0,black,54.0
1,0.0,82.0,1,white,82.0
1,0.0,78.5,1,white,78.5
1,-0.5,31.0,0,white,30.5
1,0.0,83.0,1,white,83.0
1,0.0,64.0,1,white,64.0
1,27.0,11.5,0,black,38.5
1,-1.0,61.0,1,white,60.0
1,10.5,3.0,0,black,13.5
1,12.5,15.0,0,hispanic,27.5
1,25.0,35.0,1,hispanic,60.0
1,0.5,74.5,1,white,75.0
1,-0.5,52.5,1,white,52.0
1,-0.5,46.0,1,white,45.5
1,0.0,57.5,1,white,57.5
1,0.5,6.5,0,white,7.0
1,0.0,40.5,1,white,40.5
1,0.0,87.5,1,white,87.5
1,0.0,31.5,1,white,31.5
1,0.0,80.0,1,white,80.0
1,1.5,97.0,1,white,98.5
1,43.0,39.0,1,black,82.0
1,-0.5,9.0,0,white,8.5
1,-1.0,67.5,1,white,66.5
1,-0.5,34.0,1,white,33.5
1,0.0,77.0,1,white,77.0
1,7.0,5.5,0,hispanic,12.5
1,0.0,82.0,1,white,82.0
1,0.0,77.0,1,white,77.0
1,-0.5,2.5,0,white,2.0
1,0.0,80.0,1,white,80.0
1,0.0,76.5,1,white,76.5
1,0.0,73.0,1,white,73.0
1,0.0,88.5,1,white,88.5
1,0.0,87.5,1,white,87.5
1,-0.5,72.0,1,white,71.5
1,-1.0,52.0,1,white,51.0
1,0.0,26.5,0,white,26.5
1,27.5,46.5,1,hispanic,74.0
1,-0.5,60.5,1,white,60.0
1,-0.5,37.0,1,white,36.5
1,24.5,59.0,1,hispanic,83.5
1,0.5,18.0,0,white,18.5
1,0.0,24.0,0,white,24.0
1,-0.5,19.0,0,white,18.5
1,0.0,84.5,1,white,84.5
1,0.5,96.5,1,white,97.0
1,17.5,24.0,0,hispanic,41.5
1,-0.5,25.5,1,white,25.0
1,0.0,91.0,1,white,91.0
1,-0.5,59.0,1,white,58.5
1,-5.5,46.0,1,asian,40.5
1,-0.5,42.5,1,white,42.0
1,0.0,77.5,1,white,77.5
1,25.0,34.5,1,hispanic,59.5
1,0.0,87.0,1,white,87.0
1,-0.5,59.0,1,white,58.5
1,0.0,75.0,1,white,75.0
1,19.0,5.0,0,black,24.0
1,-6.0,57.0,1,asian,51.0
1,0.0,95.0,1,white,95.0
1,0.5,8.0,0,white,8.5
1,0.0,15.5,0,white,15.5
1,-1.0,43.0,1,white,42.0
1,0.5,93.0,1,white,93.5
1,42.5,25.0,1,black,67.5
1,-0.5,85.0,1,white,84.5
1,0.5,6.5,0,white,7.0
1,-1.0,23.5,1,white,22.5
1,-0.5,86.5,1,white,86.0
1,-1.0,49.0,1,white,48.0
1,41.0,22.0,0,black,63.0
1,0.0,88.5,1,white,88.5
1,-0.5,89.0,1,white,88.5
1,0.0,80.0,1,white,80.0
1,0.5,8.0,0,white,8.5
1,32.5,59.0,1,black,91.5
1,0.5,8.0,1,white,8.5
1,4.0,1.5,0,black,5.5
1,0.5,18.0,0,white,18.5
1,39.5,20.0,0,black,59.5
1,-0.5,80.5,1,white,80.0
1,0.0,84.5,1,white,84.5
1,-0.5,36.0,0,white,35.5
1,0.0,37.5,1,white,37.5
1,0.0,79.5,1,white,79.5
1,0.0,76.0,1,white,76.0
1,19.0,74.5,1,black,93.5
1,-1.0,23.5,0,white,22.5
1,-1.0,53.0,0,white,52.0
1,-0.5,53.5,1,white,53.0
1,0.0,11.5,0,white,11.5
1,2.0,1.0,0,hispanic,3.0
1,-0.5,81.5,1,white,81.0
1,-0.5,59.0,1,white,58.5
1,-0.5,75.5,1,white,75.0
1,0.0,76.0,1,white,76.0
1,2.0,81.0,1,asian,83.0
1,-1.0,40.0,1,white,39.0
1,0.0,77.0,1,white,77.0
1,0.0,84.5,1,white,84.5
1,-0.5,36.0,0,white,35.5
1,-0.5,73.5,1,white,73.0
1,0.0,51.0,1,white,51.0
1,0.0,24.0,1,white,24.0
1,45.5,31.0,0,black,76.5
1,44.5,34.0,1,black,78.5
1,0.0,35.0,1,white,35.0
1,-1.0,40.0,1,white,39.0
1,0.0,85.5,1,white,85.5
1,-1.5,66.5,1,white,65.0
1,0.0,83.5,1,white,83.5
1,3.5,93.0,1,hispanic,96.5
1,14.0,19.5,0,hispanic,33.5
1,-0.5,27.0,0,white,26.5
1,0.0,54.0,1,white,54.0
1,0.0,88.5,1,white,88.5
1,-0.5,53.5,1,white,53.0
1,24.5,59.0,1,hispanic,83.5
1,-1.0,44.0,0,white,43.0
1,0.0,91.0,1,white,91.0
1,0.0,58.5,1,white,58.5
1,0.0,58.5,1,white,58.5
1,45.5,29.5,1,black,75.0
1,0.0,15.5,0,white,15.5
1,-1.5,49.5,1,white,48.0
1,-0.5,88.0,1,white,87.5
1,15.5,4.0,0,black,19.5
1,-0.5,70.5,1,white,70.0
1,0.0,47.0,1,white,47.0
1,0.0,79.5,1,white,79.5
1,-0.5,52.5,1,white,52.0
1,1.5,97.0,1,white,98.5
1,0.5,11.0,0,white,11.5
1,0.5,18.0,0,white,18.5
1,2.0,1.0,0,hispanic,3.0
1,0.0,25.0,0,white,25.0
1,-0.5,25.5,1,white,25.0
1,8.0,2.5,0,black,10.5
1,0.0,24.0,1,white,24.0
1,-0.5,6.0,0,white,5.5
1,-0.5,63.0,0,white,62.5
1,27.5,47.5,1,hispanic,75.0
1,-1.0,67.5,1,white,66.5
1,17.0,23.5,0,hispanic,40.5
1,-1.0,43.0,1,white,42.0
1,32.5,17.0,0,black,49.5
1,-0.5,22.0,0,white,21.5
1,0.0,77.0,1,white,77.0
1,-0.5,2.5,0,white,2.0
1,43.5,42.0,1,black,85.5
1,-0.5,50.0,1,white,49.5
1,0.0,83.5,1,white,83.5
1,-0.5,58.0,1,white,57.5
1,0.0,58.5,1,white,58.5
1,-0.5,59.0,1,white,58.5
1,-0.5,3.5,0,white,3.0
1,-0.5,42.0,1,white,41.5
1,-1.0,34.5,1,white,33.5
1,0.0,58.5,0,white,58.5
1,-1.0,26.0,1,white,25.0
1,-0.5,45.0,1,white,44.5
1,0.0,78.5,1,white,78.5
1,-1.0,41.5,1,white,40.5
1,26.5,49.5,1,hispanic,76.0
1,0.0,56.5,1,white,56.5
1,0.0,12.5,1,white,12.5
1,0.0,35.0,1,white,35.0
1,0.0,84.5,1,white,84.5
1,-0.5,24.5,0,white,24.0
1,26.0,51.0,1,hispanic,77.0
1,-1.0,32.5,1,white,31.5
1,-1.0,21.0,0,white,20.0
1,0.0,37.5,1,white,37.5
1,0.0,95.0,1,white,95.0
1,-0.5,48.0,1,white,47.5
1,0.5,92.5,1,asian,93.0
1,-1.0,66.0,1,white,65.0
1,-9.5,34.5,1,asian,25.0
1,0.5,74.5,1,white,75.0
1,0.0,29.5,0,white,29.5
1,-0.5,92.5,1,white,92.0
1,-1.0,43.0,1,white,42.0
1,-1.0,49.0,1,white,48.0
1,0.0,92.0,1,white,92.0
1,0.0,77.0,1,white,77.0
1,13.5,82.5,1,black,96.0
1,0.0,74.0,1,white,74.0
1,1.5,97.0,1,asian,98.5
1,22.5,6.5,0,black,29.0
1,0.0,26.5,0,white,26.5
1,0.0,64.0,1,white,64.0
1,0.5,96.5,1,white,97.0
1,-0.5,59.0,1,white,58.5
1,-0.5,33.0,1,white,32.5
1,40.5,22.5,0,black,63.0
1,0.0,75.0,1,white,75.0
1,0.0,88.5,1,white,88.5
1,25.0,10.5,0,black,35.5
1,-0.5,60.0,1,white,59.5
1,0.5,12.0,0,white,12.5
1,41.0,23.0,1,black,64.0
